route_id,direction_letter,stop_id_orig,stop_name_orig,avg_station_time_orig,num_trips,stop_id_dest,stop_name_dest,avg_station_time_dest,lag_time,route_list,full_name_orig,route_color,keep
Q,S,D31S,Newkirk Plaza,2702.22222222222,27,D39S,Sheepshead Bay,3408.46153846154,00:11:46.239316,B/Q,Newkirk Plaza B/Q,#F6BC26,1
Q,S,D35S,Kings Hwy,3108.46153846154,26,D39S,Sheepshead Bay,3408.46153846154,00:05:00.000000,B/Q,Kings Hwy B/Q,#F6BC26,0
Q,S,R14S,57 St-7 Av,553.125,32,R16S,Times Sq-42 St,777.096774193548,00:03:43.971774,N/Q/R/W,57 St-7 Av N/Q/R/W,#F6BC26,1
Q,S,R14S,57 St-7 Av,553.125,32,R20S,14 St-Union Sq,1051.93548387097,00:08:18.810484,N/Q/R/W,57 St-7 Av N/Q/R/W,#F6BC26,1
Q,S,R17S,34 St-Herald Sq,897.096774193548,31,R20S,14 St-Union Sq,1051.93548387097,00:02:34.838710,N/Q/R/W,34 St-Herald Sq N/Q/R/W,#F6BC26,1
Q,S,R30S,DeKalb Av,1807.24137931034,29,D28S,Church Av,2462.14285714286,00:10:54.901478,B/Q,DeKalb Av B/Q,#F6BC26,1
Q,S,R30S,DeKalb Av,1807.24137931034,29,D31S,Newkirk Plaza,2702.22222222222,00:14:54.980843,B/Q,DeKalb Av B/Q,#F6BC26,1
Q,S,R30S,DeKalb Av,1807.24137931034,29,D35S,Kings Hwy,3108.46153846154,00:21:41.220159,B/Q,DeKalb Av B/Q,#F6BC26,1
Q,S,R30S,DeKalb Av,1807.24137931034,29,D39S,Sheepshead Bay,3408.46153846154,00:26:41.220159,B/Q,DeKalb Av B/Q,#F6BC26,1
R,N,G14N,Jackson Hts-Roosevelt Av,4674.54545454545,22,G08N,Forest Hills-71 Av,5374.5,00:11:39.954545,E/F/M/R,Jackson Hts-Roosevelt Av E/F/M/R,#F6BC26,1
R,N,G21N,Queens Plaza,4026.52173913043,23,G08N,Forest Hills-71 Av,5374.5,00:22:27.978261,E/F/R,Queens Plaza E/F/R,#F6BC26,1
R,N,G21N,Queens Plaza,4026.52173913043,23,G14N,Jackson Hts-Roosevelt Av,4674.54545454545,00:10:48.023715,E/F/R,Queens Plaza E/F/R,#F6BC26,1
R,N,R16N,Times Sq-42 St,3189.6,25,R14N,57 St-7 Av,3430,00:04:00.400000,N/Q/R/W,Times Sq-42 St N/Q/R/W,#F6BC26,1
R,N,R20N,14 St-Union Sq,2821.2,25,R14N,57 St-7 Av,3430,00:10:08.800000,N/Q/R/W,14 St-Union Sq N/Q/R/W,#F6BC26,1
R,N,R20N,14 St-Union Sq,2821.2,25,R17N,34 St-Herald Sq,3069.6,00:04:08.400000,N/Q/R/W,14 St-Union Sq N/Q/R/W,#F6BC26,1
R,N,R36N,36 St,780,30,R14N,57 St-7 Av,3430,00:44:10.000000,N/R,36 St N/R,#F6BC26,1
R,N,R36N,36 St,780,30,R17N,34 St-Herald Sq,3069.6,00:38:09.600000,N/R,36 St N/R,#F6BC26,1
R,N,R36N,36 St,780,30,R31N,Atlantic Av-Barclays Ctr,1320,00:09:00.000000,D/N/R,36 St D/N/R,#F6BC26,1
R,N,R41N,59 St,450,30,R14N,57 St-7 Av,3430,00:49:40.000000,N/R,59 St N/R,#F6BC26,1
R,N,R41N,59 St,450,30,R17N,34 St-Herald Sq,3069.6,00:43:39.600000,N/R,59 St N/R,#F6BC26,1
